"id_equipos","name","marca","serial","name","hora_salida","observaciones","cliente"
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18697,"2025-07-17 13:52:57","El jueves  10 de julio se logra llevar todo el ciclo de refrigeración a una presión de vacío de 250 micrones luego de un proceso de 3 vacíos consecutivos a este mismo nivel de presión. 

Luego de alcanzar el tercer vacío, se corto este proceso con el suministro de la carga de refrigerante R410A que se había recuperado al sistema, 76.3 lb en total.

Durante el proceso de arranque y carga de refrigerante, el funcionamiento de compresor fue estable, sin variaciones de presión o corriente eléctrica. 

Luego de estabilizar el  sistema y de suministrar la carga total de refrigerante, el equipo nuevamente notifica las alarmas de HIGH HUMIDITY  y LOW SUPER HEAT.  
Como se ha explicado en varias ocasiones, la carga térmica del lugar sigue siendo inferior a la mínima carga requerida para un funcionamiento correcto de los equipos de aire acondicionado en el centro de computo. 

Al finalizar, se establece la estrategia de enfriamiento con operación independiente en cada unidad, sin configuración en grupo y con un mismo set point de enfriamiento, Supply Air: 18.0°c y Cool Setpoint; 23.0°c

Se notifica al centro de monitoreo la estrategia de enfriamiento y la operacion de ambas unidades de aire acondicionado.

Se recomienda la instalación de carga térmica mínimo de 5kw para mejorar las condiciones ambientales del lugar. ",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18654,"2025-07-11 13:14:39","Día 7/07/2025.
Se verifico la presión positiva de 350 psig de nitrógeno en el sistema, se evidencia que la presión se sostuvo, se procede a evacuar el nitrógeno del sistema y se comienza con el proceso de vacío, se realizaron dos vacíos durante el día, llegando a 980 micrones el primer vacío, el segundo vacío llego a 450 micrones. 
se rompe vacío con nitrógeno, se deja presurizado con nitrógeno.
se debe volver al siguiente día para continuar con el tercer vacío, el cual debe llegar a 250 micrones según fabricante. 
y asi cargar equipo y darle arranque.

8/07/2025.
Se realizo el tercer vacio el cual no logro bajar a 250 micrones, se debe volver al siguiente dia para contnuar con el vacio, se corta vacio con nitrogeno y se deja el sistema presurizado.

9/07/2025.
Se realizo vacio logrando alcanzar el vacio esperado de 250 micrones. se rompe vacio con leve varga de refrigerante, se debe volver al siguiente dia para cargar definitivamente el equipo, darle arranque y realizar pruebas.
equipo continua fuera de servicio.",UNIVERSIDAD EAFIT COP
df648494-4b04-ca82-08cb-6459061ab53b,AIRE ACONDICIONADO NUEVO2   RD600P,APC,JK2147003126,AA-18685,"2025-07-10 14:42:47","Se realiza visita a la sede para realizar el cambio de los filtros de aire.

Se retiran filtros sucios, se instalan filtros nuevos y se reinicia el contador.",UNIVERSIDAD TECNOLOGICA DE PEREIRA
b12cb7d4-023c-f660-e4f9-6455392f6bca,AIRE ACONDICIONADO NUEVO  RD600P,APC,JK2147003130,AA-18684,"2025-07-10 14:42:38","Se realiza visita a la sede para realizar el cambio de los filtros de aire.

Se retiran filtros sucios, se instalan filtros nuevos y se reinicia el contador.",UNIVERSIDAD TECNOLOGICA DE PEREIRA
"3228",AA ACRP100,APC,JK1213009088,AA-18635,"2025-07-07 16:17:29","se realizo revisión por alarma en el equipo, se encontró alarma por humidificador lleno.
Se verifica el correcto funcionamiento de las válvulas solenoides y funcionan bien. se procede al drenado del tanque humidificador.
Se determina que la conductividad del agua no es la adecuada para el correcto funcionamiento de la etapa de humidificación.
Se aplico sal al tanque humidificador para mejorar la conductividad del agua y funciona satisfactoriamente.
equipo queda operativo sin alarmas activas

",COOL AIR MULTIAIRES S.A.S.
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18612,"2025-07-02 17:46:47","Se visita la sede para revisión del equipo,  el cual se encuentra enfriando el recinto pero con alarmas de advertencia y criticas.

Alta humedad de suministro,  low superheat, alta presión de succión, falla de comunicación en el grupo 

El equipo sostiene la temperatura de la sala pero con una humedad muy alta, tiene una demanda de deshumidificacion pero no entran los contactores de las resistencias,  se identifica que el conectar P3 de la tarjeta de relays está generando un falso contacto y no llega la señal a la bobina de los contactores.

Después de que se corrige la conexión la humedad comienza a bajar pero no lo suficiente para llegar al punto de consigna.

Se conecta el equipo al software tuner para revisar el funcionamiento de la unidad y verificar lecturas y parámetros de operación,  con el software se detecta que la valvula de expansión no está modulando y permanece en una posición fija de 100 pasos, con el equipo apagado y también en operación. 

El software recomienda revisar la carga térmica del recinto y habilitar la asistencia de carga la cual ya se encuentra activa.

La controladora está operando en modo enfriamiento pero al momento de deshumidificar la valvula no modula y no logra bajar la temperatura del evaporador por debajo del punto de rocío y poder generar la condensación necesaria y mitigar la humedad hasta el punto de consigna.

Estos comportamientos nos llevan a revisar otros puntos en el sistema, revisión del estado evaporador y condensador, flujo de aire, los cuales están dentro de los parámetros normales y permiten un intercambio de temperatura adecuado.

Se cambia la estrategia de funcionamiento de la unidad y la válvula de expansión electrónica no responde y sigue en el mismo estado.

Se retira el sensor de temperatura de succión y se le genera calor para aumentar la temperatura y se puede apreciar desde el tuner que la válvula de expansión comienza a modular y responde a los mandos de la controladora

Se debe tener en cuenta las observaciones anteriormente hechas por personal que ha intervenido el equipo, donde han recomendado suministrar carga termica adicional a la sala y poder  verificar el funcionamiento del equipo en condiciones óptimas para su operación.


Cabe mencionar que el tiempo en que se ha estado presentando esta alarma de los superheat el equipo ha tenido un funcionamiento del compresor subestandar y puede provocar daños irremediables en el mismo.

la falla del funcionamiento en grupo puede ser causada por qué los equipos tienen versiones de firmware diferentes, se recomienda que ambos compartan las mismas versiones y así verificar el funcionamiento en grupo.






",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18616,"2025-07-01 21:59:41","Atención de emergencia. 

Al llegar a sitio la unidad de aire acondicionado #2 ( ingreso del data center) estaba alarmado y bloqueado por falla critica en el variador de frecuencia.  
El compresor del equipo no fue capaz de arrancar en múltiples intentos, aún restringiendo el paso de refrigerante por la linea de líquido para que hubiera baja presión en la succión. 
Tan pronto cuando arranca el compresor, se presenta alta corriente en el variador de frecuencia ( 56.0 a 60.0 amp) por lo que el variador se bloquea por seguridad. 

Para determinar si hay falla mecánica se recomienda:

1. Recuperar la carga de refrigerante del equipo hasta un 50 % del total y tratar de arrancar el compresor en baja carga. Si no se logra poner en marcha el compresor, se determinará falla mecánica del compresor.  


La unidad de aire acondicionado #1 se tuvo bajo observación todo el día mientras se intentó restablecer operación del equipo #2.  

El equipo #1 operó en condiciones estables pero con el antecedente de baja carga térmica por lo que sigue notificando alarma por SUPERHEAT LOW 

Ya en repetidas oportunidades se ha manifestado la necesidad de tener en el sitio una carga mínima de 14 kW constantes de calor para garantizar un correcto funcionamiento de las unidades de aire acondicionado, el funcionamiento de sus componentes, y un correcto y preciso control de las variables de temperatura y humedad relativa que requiere el data center. 
La baja carga ha hecho trabajar a ambos compresores en condiciones de alta presión de succión lo que ha hecho que se acelere el desgaste mecánico de ellos. 

En el lugar queda operativa la unidad de aire acondicionado #1 y fuera de servicio la unidad #2. ",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18602,"2025-06-27 13:51:20","Dia 25/06/2025
Se atendio visita por emergencia y reporte de humedad alta en el datacenter, se llega a sitio y se evidencia una humedad relativa de 95%. 
se verifica equipo y se encuentra que la logica del equipo no esta realizando o dando el comando de entrar las resistencias para la desumidificacion . 
se encuentra que los dos aires estan operando al tiempo, se tomo la decision de dejar solo un aire operando para tener mejor control de humedad en el data.
se habilita contactor de resistencia del aire #2 del data. 
se hacen pruebas y la humedad del datacenter baja considerablemente hasta un 60% aproximadamente. 
equipos quedan operativos bajo condiciones normales de operacion.
Nota: 
dia 26/06/2025.
Se regresa a sitio para verificar el funcionamiento de los equipos, los cuales estan operando con normalidad, se realizo pruebas al equipo #1 el cual tenia problemas con su etapa de deshumidificacion el dia anterior, equipo trabaja aproximadamente 3 horas con la deshumidificacion actuando y trabajando bien, despues de las 3 horas esta etapa de deshumidificion dejo de funcionar y genero alarma por ressistencias.
por tal motivo se deja equipo en back up y se deja equipo #2 en funcionamiento asumiendo la carga termica del datacenter con satisfaccion.
Equipos quedan operativos.
Se cierra reporte sin firma con autorizacion del cliente.
recomendacion:
* Se debe traer el software de los equipos y realizar mas pruebas y asi determinar por que no esta entrando la etapa de deshumidificacion del equipo. 
",UNIVERSIDAD EAFIT COP
"257ff419-a18d-7ca3-2eaa-5ea1a26f0a83",A.A ACRP-100 DATACENTER #1,APC,UK1008210542,AA-18509,"2025-06-18 21:10:39","Instalación de accesorios plástico en el sistema de humidificador. 
Éste accesorio es original del fabricante y permite hacer la conexión del tubo de vapor del humidificador con la flauta de distribución de vapor en el equipo. 

Debido a los años de funcionamiento del equipo y a los cambios de temperatura que sufre el elemento por la conducción de vapor a unos 90 °c y por su ubicación, justo en la descarga de aire del evaporador a una temperatura de entre 16 y 19°c,  el accesorio que se cambia, estaba cristalizado y fracturado. 

Luego de instalado el nuevo accesorio, se realizaron pruebas de funcionamiento del modulo de humidificador, no se detectan ni fugas de agua o vapor de agua. 
La unidad queda completamente operativa y sin alarmas activas, ",COOL AIR MULTIAIRES S.A.S.
"3228",AA ACRP100,APC,JK1213009088,AA-18452,"2025-06-12 12:44:05","Se hizo la instalación de un nuevo cilindro humidificador en la unidad de aire acondicionado. 

El nuevo cilindro está nuevo y es original del fabricante. Luego de instalado, se realizaron pruebas de funcionamiento que garantiza su correcto funcionamiento. 
Sin embargo, cómo la solicitud de cambio de este elemento se había hecho con varios meses de antelación, se omitió conseguir el conector plástico que sirve de conducto para el transporte del vapor del humidificador hasta el punto de descarga en la máquina. 

Al no haber una ruta definida para la conducción del vapor, el mismo, se podría subenfriar y condensar adentro de la máquina. Por esta razón, se deja instalado el cilindro humidificador, pero todo el conjunto sigue fuera de servicio hasta reponer el conector plástico que se requiere. ",COOL AIR MULTIAIRES S.A.S.
"257ff419-a18d-7ca3-2eaa-5ea1a26f0a83",A.A ACRP-100 DATACENTER #1,APC,UK1008210542,AA-18453,"2025-06-12 12:32:06","Se hizo instalación de conector hidráulico del tipo acople rápido original del fabricante. 
Éste acople va instalado en la tubería de agua a presión que suministra el liquido al sistema de humidificador a la entrada del equipo. 

Luego de instalado se confirma hermeticidad en el conector, sin embargo, la tubería de agua a presión fue restringida entre el paso loza del piso 1 y 2 del edificio de talleres con una mezcla de cemento el cual limita a la tubería llegar hasta la unidad de aire acondicionado. 

Por esta razón, aunque se instala el conector, no se pudo acoplar la tubería de agua a la unidad de aire acondicionado y como tal, el sistema de humidificador sigue fuera de servicio. 

La novedad se reporta al personal de Metro de Medellín que acompañó la actividad. ",COOL AIR MULTIAIRES S.A.S.
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18489,"2025-06-12 12:22:02","Se atendió llamado de emergencia. 
Al llegar la sala estaba normalizada por acción correctiva del mismo cliente quien se encargó de restablecer unidad de aire acondicionado #2. 

En el análisis general del estado de los equipos no se hallaron componentes en mal estado o fuera de funcionamiento. 

Sin embargo, se identifica un aumento en el procesamiento de información en los equipos de cómputo de la sala, por consiguiente, aumento en la temperatura promedio del pasillo frío, el cual, según registros en el log de eventos de la unidad de aire acondicionado # 2, llegó a subir por encima del umbral máximo permitido de 28.0°c. 

Aunque la activación de las alarmas críticas por aumento de temperatura en los sensores remotos del pasillo frío ( Rack inlet temperature sensor) se presentó en las unidades de aire acondicionado, este mismo nivel de criticidad no se identificó, ni se notificó en el centro de monitoreo de Cotel SAS en Tocancipa. Se debe indagar y confirmar que parámetros están definidos por el centro de monitoreo y compararlos con los configurados en los equipos de aíre acondicionado. 

En otras oportunidades se ha reportado al cliente la baja carga térmica que hay en el lugar y las condiciones de variación eléctrica que se presentan en la alimentación de los equipos de aíre acondicionado. Estás variables han condicionado las estrategias de enfriamiento y la configuración en general de los equipos.  

Debido a estás características operativas, determiné eliminar la configuración en grupo que existía entre ambas unidades de la sala, está nueva configuración permite:
 
1. Mayor regulación y menor variación de la temperatura y humedad relativa del pasillo frío. 
2. Disponer de ambos equipos operativos en todo momento, así se elimina la posibilidad de error lógico en la activación de la unidad que está en modo (back up) teniendo ambos equipos operativos. 
3. Al tener ambas unidades operando se pudo establecer un set point más alto sin afectar la temperatura de pasillo frío.  Cool set point: 25.0°c / supply Air set point: 22.0 °c. En este rango de operación, la temperatura de pasillo frío promedio es de 22.3°c. y 76%hr. 
4. El nuevo set point, además, permite al compresor, en cada equipo, trabajar en una condición de presión de succión normal, que no genere alarma constante y desgaste prematuro de los compresores. 
5. El nuevo set point de enfriamiento también mejoró las condiciones de alta humedad relativa que se presentaba en la sala, se pudo regular de manera que no se superen los umbrales establecidos. 

Finalmente, recomiendo se haga una revisión con personal certificado de fábrica con respecto al funcionamiento que presenta la unidad de aire acondicionado # 2. Cuando se reinicia luego de una variación o caída de tensión, en muchas ocasiones, el controlador no restablece de manera correcta y el equipo no toma acción, no da respuesta a la demanda de enfriamiento y no activa la unidad de aire acondicionado en modo backup (respaldo). 

Ambas unidades quedan operativas, se ha informado al centro de monitoreo de Cotel SAS los nuevos cambios en la estrategia de enfriamiento de la sala. 
",UNIVERSIDAD EAFIT COP
"631d3fda-1540-c151-a272-5d35c77f687d",A.A. ACRD600P #2 BLOQUE 19 APOLO ,APC,JK1831002840,AA-18364,"2025-05-29 19:09:13","Se realizo el suministro y cambio de filtros de alta eficiencia paquete de 3 filtros por equipo.
CON NUMERO DE PARTE: OJ-875-2013A.
equipo queda operativo.
Reporte se cierra sin firma por autorizacion del cliente",UNIVERSIDAD EAFIT COP
"3e7a7371-2fba-d403-fcf9-5ae32aab1084",AIRE AUNIFLAIR - EAFIT BL 18 UMA 1,UNIFLAIR,UCV101363,AA-18365,"2025-05-29 19:08:50","se realizo sumnistro y cambio de guata y angeo de los filtros, en total 4 filtros por maquina.
equipo queda operativo sin alarmas activas.
Reporte se cierra sin firma por autorizacion del cliente",UNIVERSIDAD EAFIT COP
f0164e57-bc48-fbb5-80e6-5c5afa3fd909,AIRE ACONDICIONADO,UNIFLAIR ,UCV105388,AA-18366,"2025-05-29 19:08:34","se realizo sumnistro y  cambio de guata y angeo de los filtros, en total 4 filtros por maquina.
equipo queda operativo sin alarmas activas.
Reporte se cierra sin firma por autorizacion del cliente",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18358,"2025-05-29 19:08:08","Se realizo el suministro y cambio de filtros de alta eficiencia paquete de 3 filtros por equipo.
CON NUMERO DE PARTE: OJ-875-2013A.
equipo queda operativo.
 Nota: Queda pendiente el cambio del contactor W451-0141 para los AA marca: APC modelo: ACRD600P serie: JK1821004033.
Reporte se cierra sin firma por autorizacion del cliente
 ",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18343,"2025-05-23 15:58:24","Se realiza atención por emergencia.
Se encontró aire trabajando, se encuentran altas temperaturas en algunos sensores remotos.
Se verifica lectura correcta, se revisa sensor de modo que no le llegué corriente de aire caliente de retorno.
Si lectura mejora, y baja brevemente su condición de temperatura.
Se realizó restablecimiento o paso porcero de los equipos. Se realiza seguimiento durante una. Hora de la operación del equipo y trabaja con normalidad.
Equipo queda operativo generando enfriamiento en el datacenter.
Nota: Se debe. Realizar diferentes pruebas con cargas resistivas para asi determinar el correcto funcionamiento de las válvulas de expansión de los equipos.
Esto ya fue reportado en anteriores atenciones de emergencias. Y debidamente consignado en diferentes reportes.",UNIVERSIDAD EAFIT COP
"14cdba02-ae00-e92f-27b6-65de33ae38f2",Aire de Precision ACRD600P,APC,JK1743000230,AA-18273,"2025-05-14 02:06:58","Se visita a cliente para revisar aire el cual reportan con congelamiento en serpentín se encuentra aire con presión baja de refrigerante el cual se encuentra a 60 psi 
Se hace recarga de refrigerante el cual queda a 125 psi se revisa tubería y no se evidencian fugas se recomienda hacer prueba de vacío para descartar fugas en el sistema
Se requiere cambio de filtros y refrigerante para completar carga 
Se hace recarga de refrigerante",UNIVERSIDAD DEL CAUCA
"631d3fda-1540-c151-a272-5d35c77f687d",A.A. ACRD600P #2 BLOQUE 19 APOLO ,APC,JK1831002840,AA-18235,"2025-05-07 21:18:57","Se realizó visita técnica para revisión de unidad de aire acondicionado reportada por monitoreo de Cotel SAS. 
En el sitio la unidad de aire acondicionado #2 presentaba alarma critica por ""compresor Drive fault"". Está alarma no permite que el compresor del equipo entre en funcionamiento por seguridad. 
Debido a esta alarma en el equipo # 2, la unidad de aire acondicionado # 1 ""backup unit"" entró en funcionamiento y mantuvo las condiciones ambientales necesarias para la operación del data center Apolo en todo momento.
El bloqueo del "" Drive compresor, variador de frecuencia del compresor"" se genera cuando las condiciones eléctricas son inestables, se presentan fluctuaciones o interrupciones constantes en un corto periodo de tiempo.
Está condición de alarma implica el reinicio general del equipo haciendo pasar por cero voltios todo el sistema.

Luego de reiniciar el equipo  no hay nuevos eventos que impidan el funcionamiento, la unidad entró en operación y el equipo # 1 retornó a su condición de ""Backup"".
Se notifica a monitoreo de Cotel el restablecimiento de operación del equipo.

Quedan activas las alarmas referentes a la baja carga térmica que hay en el sitio. 

Importante recordar la necesidad de cambiar el contactor #1 de las resistencias de calefacción, ese elemento actualmente está desconectado por seguridad. 

Al finalizar la visita se descargan logs de eventos para enviar a soporte técnico de Schneider electric y verificar si hay algún hallazgo adicional en el sistema. ",UNIVERSIDAD EAFIT COP
"50435264-a1fa-ca6c-d65d-5d35c636ba0e",A.A. ACRD600P #1 BLOQUE 19 APOLO ,APC,JK1821004033,AA-18141,"2025-04-30 17:58:27","Mantenimiento
Mantenimiento preventivo.

Inspección de funcionamiento, verificación de desgaste en componentes y limpieza general del equipo.

Se identifica baja carga térmica en el lugar, ya ha sido reportado con anterioridad.

En la ejecución de la rutina se realizó:

Lavado, inspección y ajuste de unidad condensadora, lavado de serpentín condensador y perímetro del equipo.
Desmonte de motores ventiladores, bancos de resistencias para limpieza y ajuste.
Requinte e inspección de conexiones eléctricas, limpieza de tablero de potencia y control.
Inspección de humidificador y sistemas de drenaje.
Limpieza de filtros con aire a presión.

La unidad está operativa pero con alarmas activas de:
1. Low superheat.",UNIVERSIDAD EAFIT COP
df648494-4b04-ca82-08cb-6459061ab53b,AIRE ACONDICIONADO NUEVO2   RD600P,APC,JK2147003126,AA-18204,"2025-04-28 21:11:00","Se visita la sede para realizar una actividad estaba pendiente, Se observa que el equipo del grupo tiene una advertencia por violación en las horas del uso de su filtro, también se revisan y ya están instruidos por suciedad, también se recomienda su cambio.",UNIVERSIDAD TECNOLOGICA DE PEREIRA
b12cb7d4-023c-f660-e4f9-6455392f6bca,AIRE ACONDICIONADO NUEVO  RD600P,APC,JK2147003130,AA-18206,"2025-04-28 21:09:31","Se visita la sede para realizar una actividad estaba pendiente, Se observa que el equipo tiene una advertencia por violación en las horas del uso de su filtro, Se revisan y efectivamente ya están para cambio ya que es un filtros de alta eficiencia, Se realiza el reporte y el pedido de  dichos filtros.",UNIVERSIDAD TECNOLOGICA DE PEREIRA
